254292897413726208,583872363360288768,1,1585326322046
182890528768000002,583872363360288768,3,1585391769695
148552084533280773,196715167088771072,1,1585409647521
254292897413726208,148552084533280773,1,1585413205845
341664179213565952,148552084533280773,1,1585413962819
148552084533280773,571736846988607506,2,1585414040673
148552084533280773,583872363360288768,1,1585423891750
329928420643307520,148552084533280773,1,1585423948660
148552084533280773,341664179213565952,1,1585510137273
155809631837487104,571736846988607506,1,1585516346121
612868646049677323,272143648114606083,1,1585527744072
272143648114606083,583872363360288768,1,1585527775669
439193926650298381,196715167088771072,1,1585530133853
272143648114606083,196715167088771072,1,1585530147158
439193926650298381,583872363360288768,1,1585530190721
481919452515139596,149534494032920576,1,1585606053185
254292897413726208,481919452515139596,2,1585606283386
254292897413726208,583872363360288768,1,1585606385446
254292897413726208,583872363360288768,1,1585606437227
481919452515139596,439193926650298381,1,1585665534248
481919452515139596,329928420643307520,1,1585665543316
679069910294331453,196715167088771072,1,1585666515148
148552084533280773,456465826728378382,1,1585710357060
148552084533280773,272143648114606083,1,1585710369395
481919452515139596,665310034514673686,1,1585753832531
254292897413726208,308851097039142914,1,1585759894758
424759721518432256,272143648114606083,1,1585766919830
175072641919614976,148552084533280773,3,1585767422121
272143648114606083,182890528768000002,1,1585770957128
182890528768000002,272143648114606083,1,1585771056005
272143648114606083,679069910294331453,1,1585841070890
272143648114606083,456465826728378382,1,1585852680417
254292897413726208,203176347437236225,1,1585927231213
164525273503498240,439193926650298381,3,1585929095668
439193926650298381,254292897413726208,10,1585929130767
146089176226463744,196715167088771072,1,1585929608372
226634277662490624,196715167088771072,1,1585929814509
688876972511592702,240840143936815114,1,1585932035022
240840143936815114,254292897413726208,1,1585932170323
679069910294331453,329928420643307520,1,1586036151849
456465826728378382,155809631837487104,1,1586038665671
272143648114606083,155809631837487104,1,1586038786821
148552084533280773,155809631837487104,1,1586054844373
175072641919614976,148552084533280773,1,1586086550284
312680806344818699,148552084533280773,3,1586086636794
254292897413726208,148552084533280773,1,1586086825400
175072641919614976,148552084533280773,1,1586087168572
148552084533280773,425609688441159682,1,1586091043223
148552084533280773,155809631837487104,1,1586091489943
481919452515139596,534141528256544780,1,1586200571058
481919452515139596,149337600656670720,1,1586200586869
148552084533280773,155809631837487104,2,1586227638221
558771826902302771,329928420643307520,1,1586298965356
148552084533280773,182890528768000002,5,1586360409259
439193926650298381,164525273503498240,3,1586363372247
665310034514673686,165195486746116096,1,1586363321844
665310034514673686,329928420643307520,1,1586363286538
665310034514673686,272143648114606083,1,1586363340461
665310034514673686,254292897413726208,1,1586363393112
665310034514673686,196715167088771072,1,1586363380283
665310034514673686,424759721518432256,1,1586363403610
665310034514673686,425609688441159682,1,1586363260023
665310034514673686,149534494032920576,1,1586363477268
665310034514673686,286211697872470016,1,1586363393178
665310034514673686,439193926650298381,1,1586363325526
665310034514673686,164525273503498240,1,1586363290803
665310034514673686,165195486746116096,1,1586399075971
665310034514673686,329928420643307520,1,1586399062699
665310034514673686,679069910294331453,1,1586399121379
665310034514673686,272143648114606083,1,1586399156873
665310034514673686,534141528256544780,1,1586399055311
665310034514673686,341664179213565952,1,1586399058091
665310034514673686,196715167088771072,1,1586399127560
665310034514673686,193211020150308865,1,1586399368240
665310034514673686,481919452515139596,1,1586399083495
665310034514673686,149337600656670720,1,1586399056159
665310034514673686,149534494032920576,1,1586399091815
665310034514673686,165195486746116096,1,1586399075971
665310034514673686,329928420643307520,1,1586399062699
665310034514673686,679069910294331453,1,1586399121379
665310034514673686,272143648114606083,1,1586399156873
665310034514673686,534141528256544780,1,1586399055311
665310034514673686,341664179213565952,1,1586399058091
665310034514673686,196715167088771072,1,1586399127560
665310034514673686,193211020150308865,1,1586399368240
665310034514673686,481919452515139596,1,1586399083495
665310034514673686,149337600656670720,1,1586399056159
665310034514673686,149534494032920576,1,1586399091815
665310034514673686,329928420643307520,1,1586426770900
665310034514673686,226634277662490624,1,1586426863909
665310034514673686,468420859489681409,1,1586428291398
665310034514673686,341664179213565952,1,1586426471978
665310034514673686,219663786586537986,1,1586426716705
665310034514673686,163906051152805888,1,1586427665425
665310034514673686,481919452515139596,1,1586426498910
665310034514673686,425609688441159682,1,1586426237465
665310034514673686,330670952730066946,1,1586426335531
665310034514673686,312680806344818699,1,1586426459125
