481919452515139596,-11
165195486746116096,-385
329928420643307520,-405
272143648114606083,-197
254292897413726208,-46
196715167088771072,-219
424759721518432256,-70
425609688441159682,-58
149534494032920576,-222
286211697872470016,-159
439193926650298381,-283
164525273503498240,-358
679069910294331453,-8
534141528256544780,-285
341664179213565952,-276
193211020150308865,-57
149337600656670720,-291
226634277662490624,-228
468420859489681409,-370
219663786586537986,-72
163906051152805888,-252
330670952730066946,-231
312680806344818699,-144
182890528768000002,-160
146089176226463744,-1
203176347437236225,-238
571736846988607506,-321
558771826902302771,-83
629694133455290370,-236
186652084433715200,-6
253328384350748674,-1
411334197953691668,-180
329684916159643650,-151
456465826728378382,-289
642147170144878595,-12
155809631837487104,-41
307299124150272002,-38
472022116309663762,-72
363807922465275915,-3
511321478223101953,-39
188956164950720512,-3
407241255228276746,-6
175072641919614976,-28
293898694930202624,-386
544699187061719040,-1
148552084533280773,-67
286938402526461962,-1
168951344260972544,-48
243578401082966016,-223
206460399770402816,-1
200020504248188928,-1
69979252740599808,-30
533009808501112881,-1
272913189442813952,-14
216072176149725194,-50
155716748585205760,-1
448210429119037450,-139
177617565487595521,-26
144282819911221248,-1
110016179732516864,-8
140641604812668928,-27
613070406911524904,-115
616434204489809948,-1
447486573391511554,-43
292803015562231819,-3
195556031579815936,-119
205569736589705218,-80
545857907766460418,-126
390662318146715648,-79
210213516718768129,-2
459437139222986752,-3
87691238328778752,-1
148502525920673792,-33
293881183459082240,-9
265004575142969344,-143
560579702209773589,-5
201373222392954880,-7
301441067004329984,-66
307235926956834817,-1
291325426662637568,-111
259149819908456450,-1
269712644334813184,-1
190560303681896448,-1
415728773108072449,-54
137237535700156416,-185
241248893621239808,-7
272807433208856576,-6
310231949455130624,-48
386333744187047946,-60
249159149269680129,-149
322501682380537856,-277
657991152468885509,-1
356319640781193216,-1
120288863087230979,-1
144308935053148160,-1
210573871680585728,-3
290377786567426048,-6
687822862991491156,-1
294819837652369408,-252
599964015086665741,-3
187680694703489024,-2
199582442661740544,-1
237604945459675136,-17
206868454685409280,-199
174298948389830657,-9
84349048839999488,-4
149488787217448961,-62
265217534939234304,-4
140207461939281920,-125
196376237344555008,-3
252894830378614784,-1
373135498367205389,-1
247745821913645056,-1
606801611729403915,-1
315242209081294849,-2
253871959413227522,-6
187704506685849611,-76
184447193996984321,-1
320623904681099266,-1
586751388487516161,-3
123132784393977856,-35
289260882691883008,-2
287887232466157568,-59
375556889293094914,-2
97934257736916992,-104
486259209319481376,-107
337426706954715157,-61
104693014407950336,-2
163412669095739393,-132
368789088754728960,-3
622635399487029249,-74
260017895600291840,-106
596186634643570723,-1
286683667416481792,-4
497340145016504320,-4
347218522897645578,-13
173028692077969408,-1
548912410937786368,-1
498707844699258901,-1
385535606937354242,-4
534938505034334229,-1
114177875032145928,-1
182936015894216714,-1
238481713183850496,-1
225613815172038658,-1
202523196174499841,-92
186260996980080641,-175
84309520582455296,-9
298057673621110786,-1
709216669112860751,-129
515559463135215631,-9
150567278209925121,-67
720161993428041730,-1
188942275634528257,-2
688876972511592702,-14
281788685756923905,-1
308851097039142914,-25
475387415469621278,-1
267501001160916995,-1
354501195383177217,-1
142490854274105344,-1
579582501132042252,-1
513784761710280705,-1
359102094277607424,-9
223823503449784320,-182
318756837266554881,-226
298895871280676864,-34
370391698439929856,-2
219491115248648192,-1
212332373751103489,-32
190750549426044928,-4
511205053424730132,-68
348678305517666305,-10
637737719908401160,-40
287003315479511048,-2
592392323397189648,-1
236931374722973698,-53
444938865711513612,-20
253865975168892928,-1
298431874227896329,-2
434711871061491716,-26
509163481438617621,-6
430061353999532034,-3
116268274232066048,-6
530250237663641601,-1
530954470834700288,-55
371102758490603520,-4
273246339536650240,-169
349339444702347274,-11
113505148885618688,-3
150468450718842880,-238
587692603059994638,-42
179943505119019011,-175
245571855593766912,-18
613753494557687822,-2
336513058526461953,-1
679056629123252244,-1
538677766279659541,-1
259348241483694080,-1
231598643537248257,-3
238194337253556224,-167
519323768053825548,-4
639514410926473234,-12
438592241993252864,-1
619007249146314753,-2
240840143936815114,-1
745761942387556372,-1
381099254866771968,-140
320488449734082562,-1
129728601409978368,-45
321322501131206656,-2
582422787466067980,-1
338377763461267456,-5
173390738619367424,-4
332576399967911937,-62
321040346731511809,-103
414925527384588291,-30
271404992219447296,-2
209374794209034241,-1
202456028258893824,-3
285309480416051200,-1
241338556889563136,-2
623452304905076737,-1
328822787357802499,-12
283692157511008256,-1
239808992191184896,-1
147672180631666688,-92
446395888785686538,-2
564981058483781632,-4
529480985524568065,-2
326411880539226124,-2
333680297122201613,-2
282610100894433282,-1
359158042467631105,-1
585872160413843458,-1
413502007605985280,-7
256249250571223040,-1
477132815033434113,-56
419023563656527872,-38
684888487518011435,-21
435393425957978114,-2
203700132921868288,-1
103509816437149696,-1
335965141889712129,-5
350775822518321152,-59
260801045377187840,-1
339604832396640269,-1
145153482243047424,-34
406948140953108491,-16
530817662746492947,-1
526847748822138890,-2
660212077981335552,-2
443640524130484235,-1
127822990699266050,-7
370753346518253579,-6
208783690225025024,-3
222793450951671809,-1
328288016147677185,-2
266266802466717696,-14
232501357209190411,-23
274341010576769036,-37
418725361891672064,-4
251093424365764608,-1
717011399309787176,-7
784636812924682250,-34
454612352772603904,-4
453659660071731201,-3
608004596568162314,-1
536286679108157460,-43
655382201038405632,-1
281571341696761856,-1
165218678097313792,-5
118597198664564740,-1
98086552931938304,-1
234499240045445121,-4
349260203730141184,-12
156203282354667520,-7
413436259613016095,-1
746804295965343875,-19
335226016727564290,-4
280553457457430529,-5
373858226199986188,-3
290478778873020416,-1
696097900844810381,-1
177618280498855936,-1
741070724256628836,-1
193548720241901568,-1
