254292897413726208,12
341664179213565952,0
329928420643307520,19
175072641919614976,-26
312680806344818699,4
665310034514673686,67
272143648114606083,8
164525273503498240,3
165195486746116096,-4
273246339536650240,2
318756837266554881,-16
534141528256544780,1
196715167088771072,-1
571736846988607506,-2
583872363360288768,-1
456465826728378382,-1
155809631837487104,-4
425609688441159682,-1
182890528768000002,-5
150567278209925121,-5
249159149269680129,-1
84309520582455296,-1
733720929993228329,-21
473309924068294678,-5
