665310034514673686,167
341664179213565952,-4
439193926650298381,-4
571736846988607506,-1
216072176149725194,1
129728601409978368,-8
329928420643307520,-1
165195486746116096,-1
182890528768000002,-1
318756837266554881,0
273246339536650240,-1
254292897413726208,10
413502007605985280,2
265004575142969344,-14
164525273503498240,-1
272143648114606083,-17
175072641919614976,50
456465826728378382,1
293898694930202624,-1
776970642108186655,-1
370753346518253579,-152
529480985524568065,-3
322501682380537856,-3
545857907766460418,-3
223823503449784320,-3
149534494032920576,-3
260017895600291840,-3
629694133455290370,-3
688876972511592702,-3
