612868646049677323,1
148552084533280773,-8
424759721518432256,73
182890528768000002,-1
186652084433715200,1
165195486746116096,-5
481919452515139596,1
164525273503498240,-1
571736846988607506,2
293898694930202624,17
329684916159643650,4
312680806344818699,4
534141528256544780,4
709216669112860751,4
174298948389830657,8
318756837266554881,9
163906051152805888,-6
448210429119037450,7
186260996980080641,6
149337600656670720,4
137237535700156416,77
613070406911524904,4
308851097039142914,3
486259209319481376,4
249159149269680129,6
97934257736916992,105
241338556889563136,2
150468450718842880,4
238194337253556224,17
341664179213565952,88
439193926650298381,0
265004575142969344,4
321040346731511809,4
274341010576769036,24
147672180631666688,4
129728601409978368,40
583872363360288768,-1
196715167088771072,-1
679069910294331453,-1
456465826728378382,-7
155809631837487104,-4
582422787466067980,-1
216072176149725194,-8
150567278209925121,-13
149488787217448961,-1
587692603059994638,-5
733786880025559090,-2
650800972708446239,-1
468420859489681409,-4
236931374722973698,-5
699352321385169037,-1
258394009456607244,-5
348217881739264010,-1
